date,location,location_name,count
2023-09-16,02,Alaska,5
2023-09-16,01,Alabama,20
2023-09-16,05,Arkansas,7
2023-09-16,04,Arizona,10
2023-09-16,06,California,41
2023-09-16,08,Colorado,2
2023-09-16,09,Connecticut,9
2023-09-16,11,District of Columbia,0
2023-09-16,10,Delaware,0
2023-09-16,12,Florida,156
2023-09-16,13,Georgia,34
2023-09-16,15,Hawaii,8
2023-09-16,19,Iowa,0
2023-09-16,16,Idaho,0
2023-09-16,17,Illinois,18
2023-09-16,18,Indiana,9
2023-09-16,20,Kansas,3
2023-09-16,21,Kentucky,5
2023-09-16,22,Louisiana,13
2023-09-16,25,Massachusetts,5
2023-09-16,24,Maryland,2
2023-09-16,23,Maine,0
2023-09-16,26,Michigan,9
2023-09-16,27,Minnesota,1
2023-09-16,29,Missouri,8
2023-09-16,28,Mississippi,24
2023-09-16,30,Montana,1
2023-09-16,37,North Carolina,11
2023-09-16,38,North Dakota,0
2023-09-16,31,Nebraska,0
2023-09-16,33,New Hampshire,0
2023-09-16,34,New Jersey,10
2023-09-16,35,New Mexico,11
2023-09-16,32,Nevada,0
2023-09-16,36,New York,12
2023-09-16,39,Ohio,9
2023-09-16,40,Oklahoma,16
2023-09-16,41,Oregon,6
2023-09-16,42,Pennsylvania,48
2023-09-16,72,Puerto Rico,59
2023-09-16,44,Rhode Island,2
2023-09-16,45,South Carolina,26
2023-09-16,46,South Dakota,0
2023-09-16,47,Tennessee,34
2023-09-16,48,Texas,128
2023-09-16,US,US,820
2023-09-16,49,Utah,3
2023-09-16,51,Virginia,31
2023-09-16,50,Vermont,0
2023-09-16,53,Washington,15
2023-09-16,55,Wisconsin,3
2023-09-16,54,West Virginia,6
2023-09-16,56,Wyoming,0
2023-09-09,02,Alaska,2
2023-09-09,01,Alabama,5
2023-09-09,05,Arkansas,8
2023-09-09,04,Arizona,8
2023-09-09,06,California,42
2023-09-09,08,Colorado,7
2023-09-09,09,Connecticut,1
2023-09-09,11,District of Columbia,1
2023-09-09,10,Delaware,0
2023-09-09,12,Florida,150
2023-09-09,13,Georgia,21
2023-09-09,15,Hawaii,5
2023-09-09,19,Iowa,1
2023-09-09,16,Idaho,2
2023-09-09,17,Illinois,15
2023-09-09,18,Indiana,5
2023-09-09,20,Kansas,7
2023-09-09,21,Kentucky,19
2023-09-09,22,Louisiana,11
2023-09-09,25,Massachusetts,8
2023-09-09,24,Maryland,5
2023-09-09,23,Maine,0
2023-09-09,26,Michigan,2
2023-09-09,27,Minnesota,0
2023-09-09,29,Missouri,12
2023-09-09,28,Mississippi,19
2023-09-09,30,Montana,1
2023-09-09,37,North Carolina,7
2023-09-09,38,North Dakota,0
2023-09-09,31,Nebraska,1
2023-09-09,33,New Hampshire,1
2023-09-09,34,New Jersey,13
2023-09-09,35,New Mexico,4
2023-09-09,32,Nevada,4
2023-09-09,36,New York,21
2023-09-09,39,Ohio,15
2023-09-09,40,Oklahoma,16
2023-09-09,41,Oregon,3
2023-09-09,42,Pennsylvania,43
2023-09-09,72,Puerto Rico,54
2023-09-09,44,Rhode Island,0
2023-09-09,45,South Carolina,22
2023-09-09,46,South Dakota,3
2023-09-09,47,Tennessee,46
2023-09-09,48,Texas,110
2023-09-09,US,US,803
2023-09-09,49,Utah,2
2023-09-09,51,Virginia,40
2023-09-09,50,Vermont,1
2023-09-09,53,Washington,37
2023-09-09,55,Wisconsin,1
2023-09-09,54,West Virginia,2
2023-09-09,56,Wyoming,0
2023-09-02,02,Alaska,2
2023-09-02,01,Alabama,12
2023-09-02,05,Arkansas,6
2023-09-02,04,Arizona,13
2023-09-02,06,California,38
2023-09-02,08,Colorado,3
2023-09-02,09,Connecticut,6
2023-09-02,11,District of Columbia,0
2023-09-02,10,Delaware,0
2023-09-02,12,Florida,172
2023-09-02,13,Georgia,34
2023-09-02,15,Hawaii,7
2023-09-02,19,Iowa,4
2023-09-02,16,Idaho,0
2023-09-02,17,Illinois,9
2023-09-02,18,Indiana,6
2023-09-02,20,Kansas,3
2023-09-02,21,Kentucky,10
2023-09-02,22,Louisiana,14
2023-09-02,25,Massachusetts,17
2023-09-02,24,Maryland,5
2023-09-02,23,Maine,0
2023-09-02,26,Michigan,12
2023-09-02,27,Minnesota,0
2023-09-02,29,Missouri,6
2023-09-02,28,Mississippi,43
2023-09-02,30,Montana,0
2023-09-02,37,North Carolina,18
2023-09-02,38,North Dakota,0
2023-09-02,31,Nebraska,2
2023-09-02,33,New Hampshire,4
2023-09-02,34,New Jersey,10
2023-09-02,35,New Mexico,2
2023-09-02,32,Nevada,3
2023-09-02,36,New York,38
2023-09-02,39,Ohio,13
2023-09-02,40,Oklahoma,16
2023-09-02,41,Oregon,2
2023-09-02,42,Pennsylvania,42
2023-09-02,72,Puerto Rico,59
2023-09-02,44,Rhode Island,0
2023-09-02,45,South Carolina,9
2023-09-02,46,South Dakota,1
2023-09-02,47,Tennessee,27
2023-09-02,48,Texas,126
2023-09-02,US,US,872
2023-09-02,49,Utah,1
2023-09-02,51,Virginia,30
2023-09-02,50,Vermont,0
2023-09-02,53,Washington,42
2023-09-02,55,Wisconsin,4
2023-09-02,54,West Virginia,1
2023-09-02,56,Wyoming,0
2023-08-26,02,Alaska,0
2023-08-26,01,Alabama,12
2023-08-26,05,Arkansas,9
2023-08-26,04,Arizona,17
2023-08-26,06,California,29
2023-08-26,08,Colorado,4
2023-08-26,09,Connecticut,8
2023-08-26,11,District of Columbia,2
2023-08-26,10,Delaware,0
2023-08-26,12,Florida,161
2023-08-26,13,Georgia,28
2023-08-26,15,Hawaii,6
2023-08-26,19,Iowa,2
2023-08-26,16,Idaho,0
2023-08-26,17,Illinois,12
2023-08-26,18,Indiana,11
2023-08-26,20,Kansas,2
2023-08-26,21,Kentucky,7
2023-08-26,22,Louisiana,11
2023-08-26,25,Massachusetts,8
2023-08-26,24,Maryland,3
2023-08-26,23,Maine,0
2023-08-26,26,Michigan,10
2023-08-26,27,Minnesota,3
2023-08-26,29,Missouri,7
2023-08-26,28,Mississippi,40
2023-08-26,30,Montana,0
2023-08-26,37,North Carolina,8
2023-08-26,38,North Dakota,1
2023-08-26,31,Nebraska,3
2023-08-26,33,New Hampshire,0
2023-08-26,34,New Jersey,16
2023-08-26,35,New Mexico,1
2023-08-26,32,Nevada,4
2023-08-26,36,New York,20
2023-08-26,39,Ohio,16
2023-08-26,40,Oklahoma,13
2023-08-26,41,Oregon,4
2023-08-26,42,Pennsylvania,45
2023-08-26,72,Puerto Rico,52
2023-08-26,44,Rhode Island,0
2023-08-26,45,South Carolina,20
2023-08-26,46,South Dakota,1
2023-08-26,47,Tennessee,23
2023-08-26,48,Texas,103
2023-08-26,US,US,773
2023-08-26,49,Utah,0
2023-08-26,51,Virginia,28
2023-08-26,50,Vermont,0
2023-08-26,53,Washington,20
2023-08-26,55,Wisconsin,1
2023-08-26,54,West Virginia,2
2023-08-26,56,Wyoming,0
2023-08-19,02,Alaska,2
2023-08-19,01,Alabama,9
2023-08-19,05,Arkansas,7
2023-08-19,04,Arizona,6
2023-08-19,06,California,31
2023-08-19,08,Colorado,0
2023-08-19,09,Connecticut,4
2023-08-19,11,District of Columbia,1
2023-08-19,10,Delaware,0
2023-08-19,12,Florida,152
2023-08-19,13,Georgia,19
2023-08-19,15,Hawaii,6
2023-08-19,19,Iowa,2
2023-08-19,16,Idaho,3
2023-08-19,17,Illinois,9
2023-08-19,18,Indiana,3
2023-08-19,20,Kansas,1
2023-08-19,21,Kentucky,12
2023-08-19,22,Louisiana,11
2023-08-19,25,Massachusetts,6
2023-08-19,24,Maryland,6
2023-08-19,23,Maine,2
2023-08-19,26,Michigan,18
2023-08-19,27,Minnesota,0
2023-08-19,29,Missouri,11
2023-08-19,28,Mississippi,35
2023-08-19,30,Montana,0
2023-08-19,37,North Carolina,14
2023-08-19,38,North Dakota,0
2023-08-19,31,Nebraska,1
2023-08-19,33,New Hampshire,0
2023-08-19,34,New Jersey,12
2023-08-19,35,New Mexico,2
2023-08-19,32,Nevada,3
2023-08-19,36,New York,15
2023-08-19,39,Ohio,8
2023-08-19,40,Oklahoma,21
2023-08-19,41,Oregon,3
2023-08-19,42,Pennsylvania,38
2023-08-19,72,Puerto Rico,30
2023-08-19,44,Rhode Island,0
2023-08-19,45,South Carolina,15
2023-08-19,46,South Dakota,3
2023-08-19,47,Tennessee,26
2023-08-19,48,Texas,124
2023-08-19,US,US,742
2023-08-19,49,Utah,0
2023-08-19,51,Virginia,35
2023-08-19,50,Vermont,0
2023-08-19,53,Washington,25
2023-08-19,55,Wisconsin,2
2023-08-19,54,West Virginia,9
2023-08-19,56,Wyoming,0
2023-08-12,02,Alaska,1
2023-08-12,01,Alabama,9
2023-08-12,05,Arkansas,10
2023-08-12,04,Arizona,9
2023-08-12,06,California,35
2023-08-12,08,Colorado,1
2023-08-12,09,Connecticut,7
2023-08-12,11,District of Columbia,1
2023-08-12,10,Delaware,1
2023-08-12,12,Florida,133
2023-08-12,13,Georgia,28
2023-08-12,15,Hawaii,4
2023-08-12,19,Iowa,0
2023-08-12,16,Idaho,3
2023-08-12,17,Illinois,13
2023-08-12,18,Indiana,9
2023-08-12,20,Kansas,2
2023-08-12,21,Kentucky,5
2023-08-12,22,Louisiana,7
2023-08-12,25,Massachusetts,10
2023-08-12,24,Maryland,5
2023-08-12,23,Maine,0
2023-08-12,26,Michigan,11
2023-08-12,27,Minnesota,0
2023-08-12,29,Missouri,9
2023-08-12,28,Mississippi,27
2023-08-12,30,Montana,0
2023-08-12,37,North Carolina,13
2023-08-12,38,North Dakota,1
2023-08-12,31,Nebraska,1
2023-08-12,33,New Hampshire,1
2023-08-12,34,New Jersey,6
2023-08-12,35,New Mexico,1
2023-08-12,32,Nevada,6
2023-08-12,36,New York,21
2023-08-12,39,Ohio,10
2023-08-12,40,Oklahoma,11
2023-08-12,41,Oregon,4
2023-08-12,42,Pennsylvania,37
2023-08-12,72,Puerto Rico,39
2023-08-12,44,Rhode Island,0
2023-08-12,45,South Carolina,8
2023-08-12,46,South Dakota,1
2023-08-12,47,Tennessee,26
2023-08-12,48,Texas,119
2023-08-12,US,US,701
2023-08-12,49,Utah,1
2023-08-12,51,Virginia,32
2023-08-12,50,Vermont,0
2023-08-12,53,Washington,17
2023-08-12,55,Wisconsin,5
2023-08-12,54,West Virginia,0
2023-08-12,56,Wyoming,1
2023-08-05,02,Alaska,2
2023-08-05,01,Alabama,13
2023-08-05,05,Arkansas,11
2023-08-05,04,Arizona,11
2023-08-05,06,California,43
2023-08-05,08,Colorado,3
2023-08-05,09,Connecticut,5
2023-08-05,11,District of Columbia,0
2023-08-05,10,Delaware,0
2023-08-05,12,Florida,135
2023-08-05,13,Georgia,19
2023-08-05,15,Hawaii,6
2023-08-05,19,Iowa,1
2023-08-05,16,Idaho,2
2023-08-05,17,Illinois,12
2023-08-05,18,Indiana,7
2023-08-05,20,Kansas,1
2023-08-05,21,Kentucky,9
2023-08-05,22,Louisiana,11
2023-08-05,25,Massachusetts,6
2023-08-05,24,Maryland,7
2023-08-05,23,Maine,2
2023-08-05,26,Michigan,4
2023-08-05,27,Minnesota,2
2023-08-05,29,Missouri,4
2023-08-05,28,Mississippi,9
2023-08-05,30,Montana,0
2023-08-05,37,North Carolina,8
2023-08-05,38,North Dakota,0
2023-08-05,31,Nebraska,1
2023-08-05,33,New Hampshire,1
2023-08-05,34,New Jersey,15
2023-08-05,35,New Mexico,2
2023-08-05,32,Nevada,6
2023-08-05,36,New York,33
2023-08-05,39,Ohio,9
2023-08-05,40,Oklahoma,6
2023-08-05,41,Oregon,3
2023-08-05,42,Pennsylvania,51
2023-08-05,72,Puerto Rico,29
2023-08-05,44,Rhode Island,0
2023-08-05,45,South Carolina,18
2023-08-05,46,South Dakota,2
2023-08-05,47,Tennessee,22
2023-08-05,48,Texas,95
2023-08-05,US,US,680
2023-08-05,49,Utah,1
2023-08-05,51,Virginia,31
2023-08-05,50,Vermont,0
2023-08-05,53,Washington,20
2023-08-05,55,Wisconsin,1
2023-08-05,54,West Virginia,1
2023-08-05,56,Wyoming,0
2023-07-29,02,Alaska,0
2023-07-29,01,Alabama,32
2023-07-29,05,Arkansas,5
2023-07-29,04,Arizona,17
2023-07-29,06,California,37
2023-07-29,08,Colorado,3
2023-07-29,09,Connecticut,5
2023-07-29,11,District of Columbia,1
2023-07-29,10,Delaware,0
2023-07-29,12,Florida,132
2023-07-29,13,Georgia,16
2023-07-29,15,Hawaii,4
2023-07-29,19,Iowa,0
2023-07-29,16,Idaho,3
2023-07-29,17,Illinois,10
2023-07-29,18,Indiana,4
2023-07-29,20,Kansas,2
2023-07-29,21,Kentucky,9
2023-07-29,22,Louisiana,12
2023-07-29,25,Massachusetts,4
2023-07-29,24,Maryland,14
2023-07-29,23,Maine,3
2023-07-29,26,Michigan,4
2023-07-29,27,Minnesota,3
2023-07-29,29,Missouri,10
2023-07-29,28,Mississippi,17
2023-07-29,30,Montana,0
2023-07-29,37,North Carolina,9
2023-07-29,38,North Dakota,1
2023-07-29,31,Nebraska,1
2023-07-29,33,New Hampshire,1
2023-07-29,34,New Jersey,8
2023-07-29,35,New Mexico,0
2023-07-29,32,Nevada,5
2023-07-29,36,New York,19
2023-07-29,39,Ohio,9
2023-07-29,40,Oklahoma,14
2023-07-29,41,Oregon,2
2023-07-29,42,Pennsylvania,39
2023-07-29,72,Puerto Rico,42
2023-07-29,44,Rhode Island,0
2023-07-29,45,South Carolina,20
2023-07-29,46,South Dakota,0
2023-07-29,47,Tennessee,16
2023-07-29,48,Texas,79
2023-07-29,US,US,657
2023-07-29,49,Utah,1
2023-07-29,51,Virginia,19
2023-07-29,50,Vermont,0
2023-07-29,53,Washington,18
2023-07-29,55,Wisconsin,2
2023-07-29,54,West Virginia,3
2023-07-29,56,Wyoming,2
2023-07-22,02,Alaska,1
2023-07-22,01,Alabama,15
2023-07-22,05,Arkansas,6
2023-07-22,04,Arizona,13
2023-07-22,06,California,30
2023-07-22,08,Colorado,4
2023-07-22,09,Connecticut,4
2023-07-22,11,District of Columbia,1
2023-07-22,10,Delaware,2
2023-07-22,12,Florida,110
2023-07-22,13,Georgia,17
2023-07-22,15,Hawaii,4
2023-07-22,19,Iowa,2
2023-07-22,16,Idaho,1
2023-07-22,17,Illinois,12
2023-07-22,18,Indiana,4
2023-07-22,20,Kansas,0
2023-07-22,21,Kentucky,3
2023-07-22,22,Louisiana,7
2023-07-22,25,Massachusetts,10
2023-07-22,24,Maryland,4
2023-07-22,23,Maine,1
2023-07-22,26,Michigan,3
2023-07-22,27,Minnesota,0
2023-07-22,29,Missouri,20
2023-07-22,28,Mississippi,11
2023-07-22,30,Montana,0
2023-07-22,37,North Carolina,5
2023-07-22,38,North Dakota,1
2023-07-22,31,Nebraska,1
2023-07-22,33,New Hampshire,0
2023-07-22,34,New Jersey,16
2023-07-22,35,New Mexico,1
2023-07-22,32,Nevada,7
2023-07-22,36,New York,28
2023-07-22,39,Ohio,5
2023-07-22,40,Oklahoma,13
2023-07-22,41,Oregon,3
2023-07-22,42,Pennsylvania,37
2023-07-22,72,Puerto Rico,33
2023-07-22,44,Rhode Island,0
2023-07-22,45,South Carolina,16
2023-07-22,46,South Dakota,0
2023-07-22,47,Tennessee,23
2023-07-22,48,Texas,86
2023-07-22,US,US,609
2023-07-22,49,Utah,0
2023-07-22,51,Virginia,22
2023-07-22,50,Vermont,0
2023-07-22,53,Washington,18
2023-07-22,55,Wisconsin,9
2023-07-22,54,West Virginia,0
2023-07-22,56,Wyoming,0
2023-07-15,02,Alaska,2
2023-07-15,01,Alabama,14
2023-07-15,05,Arkansas,8
2023-07-15,04,Arizona,28
2023-07-15,06,California,53
2023-07-15,08,Colorado,8
2023-07-15,09,Connecticut,2
2023-07-15,11,District of Columbia,2
2023-07-15,10,Delaware,0
2023-07-15,12,Florida,138
2023-07-15,13,Georgia,18
2023-07-15,15,Hawaii,6
2023-07-15,19,Iowa,0
2023-07-15,16,Idaho,3
2023-07-15,17,Illinois,10
2023-07-15,18,Indiana,2
2023-07-15,20,Kansas,4
2023-07-15,21,Kentucky,6
2023-07-15,22,Louisiana,6
2023-07-15,25,Massachusetts,7
2023-07-15,24,Maryland,5
2023-07-15,23,Maine,0
2023-07-15,26,Michigan,3
2023-07-15,27,Minnesota,0
2023-07-15,29,Missouri,13
2023-07-15,28,Mississippi,16
2023-07-15,30,Montana,1
2023-07-15,37,North Carolina,13
2023-07-15,38,North Dakota,1
2023-07-15,31,Nebraska,0
2023-07-15,33,New Hampshire,1
2023-07-15,34,New Jersey,7
2023-07-15,35,New Mexico,0
2023-07-15,32,Nevada,10
2023-07-15,36,New York,17
2023-07-15,39,Ohio,12
2023-07-15,40,Oklahoma,8
2023-07-15,41,Oregon,5
2023-07-15,42,Pennsylvania,41
2023-07-15,72,Puerto Rico,42
2023-07-15,44,Rhode Island,0
2023-07-15,45,South Carolina,18
2023-07-15,46,South Dakota,0
2023-07-15,47,Tennessee,23
2023-07-15,48,Texas,96
2023-07-15,US,US,710
2023-07-15,49,Utah,3
2023-07-15,51,Virginia,30
2023-07-15,50,Vermont,0
2023-07-15,53,Washington,19
2023-07-15,55,Wisconsin,8
2023-07-15,54,West Virginia,1
2023-07-15,56,Wyoming,0
2023-07-08,02,Alaska,2
2023-07-08,01,Alabama,3
2023-07-08,05,Arkansas,4
2023-07-08,04,Arizona,34
2023-07-08,06,California,26
2023-07-08,08,Colorado,3
2023-07-08,09,Connecticut,1
2023-07-08,11,District of Columbia,2
2023-07-08,10,Delaware,0
2023-07-08,12,Florida,144
2023-07-08,13,Georgia,23
2023-07-08,15,Hawaii,8
2023-07-08,19,Iowa,2
2023-07-08,16,Idaho,3
2023-07-08,17,Illinois,11
2023-07-08,18,Indiana,2
2023-07-08,20,Kansas,1
2023-07-08,21,Kentucky,8
2023-07-08,22,Louisiana,13
2023-07-08,25,Massachusetts,3
2023-07-08,24,Maryland,3
2023-07-08,23,Maine,3
2023-07-08,26,Michigan,5
2023-07-08,27,Minnesota,1
2023-07-08,29,Missouri,3
2023-07-08,28,Mississippi,14
2023-07-08,30,Montana,0
2023-07-08,37,North Carolina,10
2023-07-08,38,North Dakota,2
2023-07-08,31,Nebraska,1
2023-07-08,33,New Hampshire,0
2023-07-08,34,New Jersey,16
2023-07-08,35,New Mexico,1
2023-07-08,32,Nevada,6
2023-07-08,36,New York,23
2023-07-08,39,Ohio,9
2023-07-08,40,Oklahoma,12
2023-07-08,41,Oregon,2
2023-07-08,42,Pennsylvania,46
2023-07-08,72,Puerto Rico,39
2023-07-08,44,Rhode Island,2
2023-07-08,45,South Carolina,14
2023-07-08,46,South Dakota,3
2023-07-08,47,Tennessee,21
2023-07-08,48,Texas,79
2023-07-08,US,US,671
2023-07-08,49,Utah,1
2023-07-08,51,Virginia,39
2023-07-08,50,Vermont,0
2023-07-08,53,Washington,18
2023-07-08,55,Wisconsin,4
2023-07-08,54,West Virginia,0
2023-07-08,56,Wyoming,1
2023-07-01,02,Alaska,4
2023-07-01,01,Alabama,11
2023-07-01,05,Arkansas,6
2023-07-01,04,Arizona,29
2023-07-01,06,California,49
2023-07-01,08,Colorado,7
2023-07-01,09,Connecticut,6
2023-07-01,11,District of Columbia,1
2023-07-01,10,Delaware,0
2023-07-01,12,Florida,158
2023-07-01,13,Georgia,38
2023-07-01,15,Hawaii,10
2023-07-01,19,Iowa,2
2023-07-01,16,Idaho,7
2023-07-01,17,Illinois,8
2023-07-01,18,Indiana,9
2023-07-01,20,Kansas,3
2023-07-01,21,Kentucky,5
2023-07-01,22,Louisiana,16
2023-07-01,25,Massachusetts,7
2023-07-01,24,Maryland,0
2023-07-01,23,Maine,2
2023-07-01,26,Michigan,9
2023-07-01,27,Minnesota,0
2023-07-01,29,Missouri,7
2023-07-01,28,Mississippi,15
2023-07-01,30,Montana,1
2023-07-01,37,North Carolina,17
2023-07-01,38,North Dakota,1
2023-07-01,31,Nebraska,1
2023-07-01,33,New Hampshire,1
2023-07-01,34,New Jersey,6
2023-07-01,35,New Mexico,0
2023-07-01,32,Nevada,7
2023-07-01,36,New York,29
2023-07-01,39,Ohio,13
2023-07-01,40,Oklahoma,13
2023-07-01,41,Oregon,1
2023-07-01,42,Pennsylvania,47
2023-07-01,72,Puerto Rico,52
2023-07-01,44,Rhode Island,1
2023-07-01,45,South Carolina,20
2023-07-01,46,South Dakota,2
2023-07-01,47,Tennessee,24
2023-07-01,48,Texas,87
2023-07-01,US,US,802
2023-07-01,49,Utah,3
2023-07-01,51,Virginia,39
2023-07-01,50,Vermont,1
2023-07-01,53,Washington,19
2023-07-01,55,Wisconsin,5
2023-07-01,54,West Virginia,3
2023-07-01,56,Wyoming,0
2023-06-24,02,Alaska,0
2023-06-24,01,Alabama,11
2023-06-24,05,Arkansas,14
2023-06-24,04,Arizona,48
2023-06-24,06,California,27
2023-06-24,08,Colorado,3
2023-06-24,09,Connecticut,6
2023-06-24,11,District of Columbia,2
2023-06-24,10,Delaware,0
2023-06-24,12,Florida,165
2023-06-24,13,Georgia,38
2023-06-24,15,Hawaii,9
2023-06-24,19,Iowa,1
2023-06-24,16,Idaho,1
2023-06-24,17,Illinois,13
2023-06-24,18,Indiana,5
2023-06-24,20,Kansas,2
2023-06-24,21,Kentucky,6
2023-06-24,22,Louisiana,8
2023-06-24,25,Massachusetts,4
2023-06-24,24,Maryland,9
2023-06-24,23,Maine,1
2023-06-24,26,Michigan,14
2023-06-24,27,Minnesota,2
2023-06-24,29,Missouri,12
2023-06-24,28,Mississippi,13
2023-06-24,30,Montana,1
2023-06-24,37,North Carolina,16
2023-06-24,38,North Dakota,1
2023-06-24,31,Nebraska,1
2023-06-24,33,New Hampshire,0
2023-06-24,34,New Jersey,12
2023-06-24,35,New Mexico,1
2023-06-24,32,Nevada,8
2023-06-24,36,New York,36
2023-06-24,39,Ohio,14
2023-06-24,40,Oklahoma,9
2023-06-24,41,Oregon,5
2023-06-24,42,Pennsylvania,49
2023-06-24,72,Puerto Rico,58
2023-06-24,44,Rhode Island,0
2023-06-24,45,South Carolina,23
2023-06-24,46,South Dakota,0
2023-06-24,47,Tennessee,13
2023-06-24,48,Texas,109
2023-06-24,US,US,816
2023-06-24,49,Utah,3
2023-06-24,51,Virginia,22
2023-06-24,50,Vermont,0
2023-06-24,53,Washington,17
2023-06-24,55,Wisconsin,1
2023-06-24,54,West Virginia,2
2023-06-24,56,Wyoming,1
2023-06-17,02,Alaska,6
2023-06-17,01,Alabama,5
2023-06-17,05,Arkansas,5
2023-06-17,04,Arizona,50
2023-06-17,06,California,36
2023-06-17,08,Colorado,6
2023-06-17,09,Connecticut,6
2023-06-17,11,District of Columbia,1
2023-06-17,10,Delaware,0
2023-06-17,12,Florida,151
2023-06-17,13,Georgia,41
2023-06-17,15,Hawaii,8
2023-06-17,19,Iowa,2
2023-06-17,16,Idaho,6
2023-06-17,17,Illinois,21
2023-06-17,18,Indiana,13
2023-06-17,20,Kansas,2
2023-06-17,21,Kentucky,8
2023-06-17,22,Louisiana,10
2023-06-17,25,Massachusetts,12
2023-06-17,24,Maryland,2
2023-06-17,23,Maine,0
2023-06-17,26,Michigan,11
2023-06-17,27,Minnesota,8
2023-06-17,29,Missouri,10
2023-06-17,28,Mississippi,14
2023-06-17,30,Montana,2
2023-06-17,37,North Carolina,18
2023-06-17,38,North Dakota,2
2023-06-17,31,Nebraska,1
2023-06-17,33,New Hampshire,2
2023-06-17,34,New Jersey,9
2023-06-17,35,New Mexico,1
2023-06-17,32,Nevada,9
2023-06-17,36,New York,37
2023-06-17,39,Ohio,11
2023-06-17,40,Oklahoma,15
2023-06-17,41,Oregon,2
2023-06-17,42,Pennsylvania,56
2023-06-17,72,Puerto Rico,50
2023-06-17,44,Rhode Island,2
2023-06-17,45,South Carolina,24
2023-06-17,46,South Dakota,2
2023-06-17,47,Tennessee,23
2023-06-17,48,Texas,93
2023-06-17,US,US,855
2023-06-17,49,Utah,4
2023-06-17,51,Virginia,27
2023-06-17,50,Vermont,0
2023-06-17,53,Washington,20
2023-06-17,55,Wisconsin,4
2023-06-17,54,West Virginia,6
2023-06-17,56,Wyoming,1
2023-06-10,02,Alaska,2
2023-06-10,01,Alabama,14
2023-06-10,05,Arkansas,1
2023-06-10,04,Arizona,61
2023-06-10,06,California,43
2023-06-10,08,Colorado,3
2023-06-10,09,Connecticut,6
2023-06-10,11,District of Columbia,1
2023-06-10,10,Delaware,0
2023-06-10,12,Florida,166
2023-06-10,13,Georgia,55
2023-06-10,15,Hawaii,6
2023-06-10,19,Iowa,4
2023-06-10,16,Idaho,1
2023-06-10,17,Illinois,21
2023-06-10,18,Indiana,13
2023-06-10,20,Kansas,4
2023-06-10,21,Kentucky,10
2023-06-10,22,Louisiana,14
2023-06-10,25,Massachusetts,11
2023-06-10,24,Maryland,5
2023-06-10,23,Maine,1
2023-06-10,26,Michigan,14
2023-06-10,27,Minnesota,5
2023-06-10,29,Missouri,9
2023-06-10,28,Mississippi,17
2023-06-10,30,Montana,2
2023-06-10,37,North Carolina,12
2023-06-10,38,North Dakota,3
2023-06-10,31,Nebraska,1
2023-06-10,33,New Hampshire,0
2023-06-10,34,New Jersey,13
2023-06-10,35,New Mexico,1
2023-06-10,32,Nevada,11
2023-06-10,36,New York,39
2023-06-10,39,Ohio,11
2023-06-10,40,Oklahoma,10
2023-06-10,41,Oregon,6
2023-06-10,42,Pennsylvania,60
2023-06-10,72,Puerto Rico,61
2023-06-10,44,Rhode Island,1
2023-06-10,45,South Carolina,21
2023-06-10,46,South Dakota,2
2023-06-10,47,Tennessee,27
2023-06-10,48,Texas,75
2023-06-10,US,US,923
2023-06-10,49,Utah,1
2023-06-10,51,Virginia,27
2023-06-10,50,Vermont,0
2023-06-10,53,Washington,32
2023-06-10,55,Wisconsin,11
2023-06-10,54,West Virginia,8
2023-06-10,56,Wyoming,1
2023-06-03,02,Alaska,3
2023-06-03,01,Alabama,25
2023-06-03,05,Arkansas,6
2023-06-03,04,Arizona,66
2023-06-03,06,California,49
2023-06-03,08,Colorado,5
2023-06-03,09,Connecticut,4
2023-06-03,11,District of Columbia,3
2023-06-03,10,Delaware,3
2023-06-03,12,Florida,150
2023-06-03,13,Georgia,46
2023-06-03,15,Hawaii,4
2023-06-03,19,Iowa,0
2023-06-03,16,Idaho,2
2023-06-03,17,Illinois,22
2023-06-03,18,Indiana,15
2023-06-03,20,Kansas,4
2023-06-03,21,Kentucky,5
2023-06-03,22,Louisiana,14
2023-06-03,25,Massachusetts,9
2023-06-03,24,Maryland,8
2023-06-03,23,Maine,3
2023-06-03,26,Michigan,14
2023-06-03,27,Minnesota,1
2023-06-03,29,Missouri,8
2023-06-03,28,Mississippi,10
2023-06-03,30,Montana,0
2023-06-03,37,North Carolina,14
2023-06-03,38,North Dakota,1
2023-06-03,31,Nebraska,3
2023-06-03,33,New Hampshire,1
2023-06-03,34,New Jersey,25
2023-06-03,35,New Mexico,2
2023-06-03,32,Nevada,6
2023-06-03,36,New York,37
2023-06-03,39,Ohio,10
2023-06-03,40,Oklahoma,12
2023-06-03,41,Oregon,3
2023-06-03,42,Pennsylvania,66
2023-06-03,72,Puerto Rico,73
2023-06-03,44,Rhode Island,1
2023-06-03,45,South Carolina,26
2023-06-03,46,South Dakota,4
2023-06-03,47,Tennessee,20
2023-06-03,48,Texas,83
2023-06-03,US,US,933
2023-06-03,49,Utah,1
2023-06-03,51,Virginia,36
2023-06-03,50,Vermont,0
2023-06-03,53,Washington,17
2023-06-03,55,Wisconsin,7
2023-06-03,54,West Virginia,5
2023-06-03,56,Wyoming,1
2023-05-27,02,Alaska,0
2023-05-27,01,Alabama,11
2023-05-27,05,Arkansas,14
2023-05-27,04,Arizona,66
2023-05-27,06,California,26
